"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"456",3,1,1,1,4,1,1,2,2,1,2,2,2,3,1,3,1,1,1,1,1,"PL",1,4,2,3,4,1,5,2,5,7,0,0,0,1,22,2,9,4,8,11,2,3,60
"457",4,2,4,1,4,2,1,4,4,4,2,4,4,2,4,4,4,1,4,4,4,"US",1,2,7,2,1,1,2,7,7,5,0,0,0,1,27,2,4,14,9,6,2,2,60
"458",2,3,2,2,3,1,2,2,3,2,3,4,4,4,3,2,2,2,4,2,4,"NONE",5,4,6,3,5,3,5,7,5,7,0,0,0,1,20,8,9,13,8,12,3,2,60
"459",4,4,2,2,3,2,2,3,4,1,3,4,3,2,4,3,1,3,4,4,1,"MY",5,2,6,3,5,6,6,2,2,2,0,0,0,1,37,11,8,8,5,7,3,3,10
"460",2,2,2,1,2,1,1,2,1,2,3,1,3,2,2,3,3,2,1,1,3,"US",5,5,2,3,6,3,4,2,2,3,0,0,0,1,21,8,9,4,5,9,2,2,60
"461",2,1,2,1,4,2,2,2,2,3,3,3,4,2,3,4,3,4,1,2,3,"CA",2,3,6,4,7,1,6,3,5,4,0,0,0,1,35,3,9,9,9,11,3,3,60
"462",1,2,1,1,4,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,"NO",7,7,3,7,6,6,6,1,7,2,0,0,0,1,26,13,13,4,14,8,2,2,60
"463",1,1,3,1,3,1,2,2,1,3,1,1,2,1,1,4,2,1,1,1,4,"US",1,4,6,7,5,1,3,7,7,2,0,0,0,1,24,2,7,13,14,7,3,3,60
"464",1,1,1,1,3,4,1,3,2,2,2,1,1,2,2,4,1,2,2,2,1,"ID",4,5,2,2,4,3,1,3,3,4,0,0,0,1,21,7,6,5,5,8,3,3,10
"465",2,1,2,3,3,2,1,2,2,3,3,2,1,2,1,4,1,1,4,3,1,"US",5,3,5,1,6,6,5,2,3,6,0,0,0,1,20,11,8,7,4,12,2,2,60
"466",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,"AU",2,6,7,6,6,2,6,6,6,6,0,0,0,1,38,4,12,13,12,12,2,1,60
"467",2,2,2,2,2,2,4,2,2,1,2,3,1,2,2,2,1,2,2,1,1,"MY",6,5,5,4,4,4,5,4,4,4,0,0,0,1,33,10,10,9,8,8,1,1,10
"468",4,2,2,1,1,3,1,4,4,1,4,2,4,3,2,2,2,4,1,2,2,"MY",7,1,6,1,6,1,7,7,4,5,0,0,0,1,24,8,8,13,5,11,3,2,10
"469",2,2,1,1,3,2,1,3,1,2,3,4,2,2,1,2,2,2,2,1,1,"US",6,2,5,4,7,5,6,5,6,7,0,0,0,1,50,11,8,10,10,14,2,2,60
"470",4,1,4,1,3,3,1,4,1,2,2,2,4,2,1,2,4,2,1,2,1,"HU",4,2,5,2,3,2,6,7,5,6,0,0,0,1,40,6,8,12,7,9,4,3,60
"471",1,1,2,1,4,2,1,1,2,4,1,1,2,4,2,4,4,1,1,1,4,"GB",2,1,3,2,4,7,1,2,4,1,0,0,0,1,22,9,2,5,6,5,2,3,60
"472",2,3,2,1,3,4,1,3,1,3,2,2,3,4,1,3,3,4,2,2,2,"CA",4,0,6,2,6,2,7,2,7,3,0,0,0,1,45,6,7,8,9,9,2,3,60
"473",4,4,4,4,4,4,3,4,3,4,4,1,4,4,3,4,4,4,4,4,4,"US",1,3,1,1,5,1,5,1,1,7,0,0,0,1,42,2,8,2,2,12,2,1,60
"474",1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,"IN",1,7,6,6,5,1,6,6,7,2,0,0,0,1,35,2,13,12,13,7,4,3,10
"475",1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,"IN",3,0,6,3,4,3,3,4,7,3,0,0,0,1,37,6,3,10,10,7,4,3,10
"476",2,3,3,1,1,3,1,3,2,1,2,3,3,2,1,3,2,2,2,1,1,"PL",6,2,5,3,4,2,6,4,3,5,0,0,0,1,22,8,8,9,6,9,2,3,60
"477",3,4,3,2,3,4,2,4,4,4,2,4,4,4,4,3,4,3,4,4,4,"MY",6,1,2,1,2,1,1,1,1,4,0,0,0,1,23,7,2,3,2,6,3,3,10
"478",4,2,1,1,1,1,1,2,1,1,2,2,2,3,2,1,1,2,2,1,1,"US",6,3,6,3,6,5,5,3,5,6,0,0,0,1,19,11,8,9,8,12,2,1,60
"479",3,4,4,2,4,4,2,3,2,4,4,4,4,3,4,4,4,4,4,3,4,"VE",3,3,1,1,7,1,6,3,3,7,0,0,0,1,19,4,9,4,4,14,2,3,70
"480",1,2,4,1,3,1,1,2,1,3,2,2,3,2,1,2,2,1,1,1,2,"CA",6,4,5,5,5,6,3,3,5,5,0,0,0,1,26,12,7,8,10,10,3,1,60
"481",3,1,2,1,2,1,1,4,2,4,1,1,3,3,1,4,2,1,1,1,4,"AU",6,3,6,3,7,2,5,3,5,7,0,0,0,1,23,8,8,9,8,14,3,3,60
"482",4,2,3,2,4,2,3,3,4,4,3,3,4,2,2,3,4,4,2,2,4,"AU",1,7,5,3,6,1,5,4,3,3,0,0,0,1,59,2,12,9,6,9,2,2,60
"483",4,3,3,2,2,2,3,4,4,2,2,3,3,1,4,2,2,2,4,4,2,"TR",3,7,3,1,6,1,5,6,6,2,0,0,0,1,51,4,12,9,7,8,2,3,60
"484",1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,1,"AU",1,6,7,7,5,1,5,7,7,2,0,0,0,1,29,2,11,14,14,7,3,3,60
"485",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,"US",1,1,5,1,2,2,5,2,1,1,0,0,0,1,44,3,6,7,2,3,1,1,60
"486",1,2,1,1,1,2,2,2,1,1,2,3,2,2,1,1,2,2,2,2,1,"AU",5,4,4,5,5,4,4,2,5,3,0,0,0,1,26,9,8,6,10,8,2,3,10
"487",3,3,4,3,4,3,3,3,4,4,3,3,4,2,4,4,4,2,3,3,4,"US",1,6,3,2,1,1,5,2,1,4,0,0,0,1,50,2,11,5,3,5,1,3,60
"488",1,1,3,1,4,4,4,1,4,4,4,2,4,4,1,3,4,1,1,1,1,"GB",7,3,7,5,7,2,5,4,3,3,0,0,0,1,19,9,8,11,8,10,2,3,30
"489",1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,"PL",2,7,4,7,5,2,5,4,7,6,0,0,0,1,26,4,12,8,14,11,3,3,60
"490",4,3,4,2,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,"GB",1,2,2,2,6,2,6,1,1,7,0,0,0,1,25,3,8,3,3,13,3,3,60
"491",2,1,3,2,3,3,2,3,2,4,1,4,4,1,2,2,3,1,2,2,2,"GB",2,6,6,2,6,2,7,6,5,5,0,0,0,1,31,4,13,12,7,11,3,2,60
"492",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"US",3,3,6,6,7,7,3,5,7,7,0,0,0,1,30,10,6,11,13,14,3,2,30
"493",2,1,2,1,3,1,2,2,1,2,3,2,2,2,1,3,3,1,2,1,3,"US",4,2,4,6,3,3,5,3,6,5,0,0,0,1,28,7,7,7,12,8,2,3,60
"494",2,4,3,3,4,2,1,1,3,3,3,1,1,4,3,2,2,1,4,3,3,"DE",3,2,3,7,7,2,4,5,2,6,0,0,0,1,20,5,6,8,9,13,2,2,60
"495",3,1,2,2,4,4,1,3,2,2,3,2,3,3,2,2,2,3,2,2,2,"MY",1,1,5,2,5,1,5,3,3,1,0,0,0,1,25,2,6,8,5,6,3,2,10
"496",4,2,1,1,2,2,2,3,2,1,3,3,1,1,3,1,1,2,2,1,1,"US",5,7,6,2,4,7,5,6,5,7,0,0,0,1,29,12,12,12,7,11,3,2,60
"497",4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,"FI",7,1,7,1,7,7,1,7,4,7,0,0,0,1,21,14,2,14,5,14,1,3,60
"498",2,2,3,2,3,3,3,3,2,4,3,3,4,3,3,3,4,3,3,3,4,"AU",1,1,2,2,6,2,2,2,1,6,0,0,0,1,45,3,3,4,3,12,3,2,60
"499",2,4,3,1,4,2,1,2,1,4,2,3,4,1,1,2,4,1,3,2,4,"US",5,1,1,3,5,3,2,1,3,7,0,0,0,1,22,8,3,2,6,12,2,2,60
"500",3,2,1,2,2,3,2,3,3,2,2,3,2,2,2,2,2,1,3,2,2,"US",6,2,7,1,6,3,5,5,2,7,0,0,0,1,20,9,7,12,3,13,3,2,60
"501",1,3,1,1,2,1,4,1,2,2,3,2,2,2,1,2,2,2,1,2,2,"PL",3,4,2,3,6,3,5,6,4,3,0,0,0,1,19,6,9,8,7,9,1,1,60
"502",1,1,3,1,3,3,1,3,4,3,2,1,3,3,3,3,3,1,3,3,3,"IN",3,6,5,3,5,2,5,6,5,5,0,0,0,1,23,5,11,11,8,10,4,3,10
"503",2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"MY",3,5,3,5,3,7,2,6,2,7,0,0,0,1,34,10,7,9,7,10,2,3,10
"504",3,2,1,1,3,1,1,2,1,2,2,3,2,3,1,1,2,4,3,2,1,"CA",7,7,2,6,6,2,7,5,7,6,0,0,0,1,24,9,14,7,13,12,2,3,30
"505",3,2,2,1,2,3,2,4,2,2,3,3,1,3,2,2,2,2,2,2,2,"AU",6,3,3,3,5,6,3,5,1,5,0,0,0,1,32,12,6,8,4,10,4,2,60
"506",2,1,2,1,1,2,1,2,1,3,2,1,2,1,1,1,2,1,1,1,2,"US",7,7,3,7,6,4,6,1,7,5,0,0,0,1,19,11,13,4,14,11,2,3,30
"507",4,1,3,1,2,4,3,4,3,3,4,3,3,4,3,3,3,4,1,4,1,"MY",6,2,7,2,7,3,7,7,2,7,0,0,0,1,23,9,9,14,4,14,3,2,70
"508",1,3,2,2,2,2,2,2,4,1,1,3,2,1,3,2,1,1,3,3,1,"GB",1,5,5,1,2,3,6,5,3,2,0,0,0,1,41,4,11,10,4,4,4,2,70
"509",2,2,1,1,2,2,1,3,2,4,2,3,2,2,1,2,1,3,4,1,2,"IN",7,6,7,3,7,3,6,3,4,6,0,0,0,1,27,10,12,10,7,13,4,2,70
"510",2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,"FR",7,2,6,2,6,3,7,3,5,7,0,0,0,1,31,10,9,9,7,13,3,3,70
"511",3,2,2,4,2,3,3,4,2,1,3,3,2,2,3,1,2,2,4,4,1,"NONE",6,3,4,1,6,2,6,4,3,7,0,0,0,1,21,8,9,8,4,13,4,3,10
"512",3,2,4,3,3,2,3,4,4,4,2,2,4,2,2,4,4,2,2,2,4,"US",4,2,1,1,5,4,5,1,1,6,0,0,0,1,24,8,7,2,2,11,2,2,60
"513",2,1,2,2,3,2,2,2,3,2,2,1,2,2,3,2,4,3,3,1,1,"US",6,3,5,4,6,5,5,6,4,4,0,0,0,1,20,11,8,11,8,10,2,3,70
"514",2,4,4,4,4,3,2,3,3,4,4,3,4,4,2,4,4,4,3,2,4,"US",1,1,7,6,4,2,5,7,5,2,0,0,0,1,23,3,6,14,11,6,2,2,60
"515",3,1,2,1,2,3,1,1,2,1,2,2,4,3,1,2,3,3,2,1,1,"PH",3,2,5,2,7,1,7,2,2,3,0,0,0,1,19,4,9,7,4,10,2,2,10
"516",1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,"SA",1,7,1,3,6,2,1,7,6,7,0,0,0,1,43,3,8,8,9,13,4,3,20
"517",1,1,2,1,4,4,1,1,1,2,3,1,2,2,1,2,1,2,3,1,2,"US",6,3,2,2,4,3,3,2,3,6,0,0,0,1,19,9,6,4,5,10,2,2,60
"518",4,4,3,4,2,3,4,4,3,1,4,4,1,2,3,3,1,3,4,1,1,"US",6,3,7,1,5,7,7,7,3,7,0,0,0,1,25,13,10,14,4,12,3,1,60
"519",4,4,4,2,4,1,1,3,1,4,1,1,4,3,1,2,4,1,4,1,4,"PH",6,7,5,3,5,4,5,3,5,3,0,0,0,1,43,10,12,8,8,8,3,3,10
"520",1,1,3,2,4,1,1,2,1,1,2,1,1,1,3,4,1,1,4,1,1,"GB",3,7,7,7,7,1,7,2,7,2,0,0,0,1,51,4,14,9,14,9,3,3,60
"521",2,1,2,1,3,2,2,3,2,3,3,2,3,2,3,2,1,1,1,3,1,"US",4,4,5,2,3,3,5,5,4,4,0,0,0,1,36,7,9,10,6,7,3,3,60
"522",2,1,1,2,1,1,2,2,3,1,1,1,1,1,2,1,1,1,2,1,1,"US",6,6,6,3,6,6,5,3,3,3,0,0,0,1,21,12,11,9,6,9,3,2,60
"523",4,3,2,3,2,4,3,4,2,3,4,4,3,3,4,3,3,2,2,4,2,"IE",3,7,5,1,4,1,6,6,1,5,0,0,0,1,21,4,13,11,2,9,2,1,60
"524",3,1,2,1,4,4,2,1,4,1,2,3,2,1,3,3,4,4,3,4,1,"MY",6,3,5,2,3,2,5,7,7,3,0,0,0,1,21,8,8,12,9,6,3,3,10
"525",2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,"US",5,4,6,6,7,6,3,6,6,7,0,0,0,1,43,11,7,12,12,14,3,2,60
"526",3,1,2,2,4,3,4,4,4,3,1,3,2,1,3,2,2,3,2,3,4,"US",3,2,7,5,6,1,7,3,6,7,0,0,0,1,20,4,9,10,11,13,2,2,60
"527",3,1,4,1,4,1,1,2,1,4,1,1,3,2,1,4,1,1,1,1,4,"US",1,7,3,7,6,6,1,1,7,1,0,0,0,1,26,7,8,4,14,7,2,2,70
"528",4,1,4,1,4,1,1,3,2,4,3,1,4,1,1,4,3,1,4,1,4,"CA",1,5,2,5,7,1,5,1,3,3,0,0,0,1,26,2,10,3,8,10,2,1,60
"529",1,1,1,1,2,2,2,1,4,1,1,2,1,1,2,1,1,2,3,2,1,"US",5,5,7,3,7,3,5,7,5,7,0,0,0,1,23,8,10,14,8,14,4,3,10
"530",2,3,1,2,2,2,1,1,1,2,2,1,1,2,1,4,2,2,1,1,2,"MY",7,1,7,1,7,1,7,1,7,1,0,0,0,1,21,8,8,8,8,8,3,2,70
"531",2,1,2,1,2,4,1,3,1,2,1,4,2,2,1,3,1,1,1,3,1,"IN",5,7,6,1,7,1,7,2,6,1,0,0,0,1,21,6,14,8,7,8,4,3,10
"532",2,2,2,2,2,2,1,2,4,2,2,2,2,4,2,2,2,2,1,1,1,"GB",5,3,5,3,5,3,6,6,4,2,0,0,0,1,55,8,9,11,7,7,4,2,20
"533",3,1,2,1,1,4,1,2,3,4,4,1,3,3,3,1,1,2,3,1,4,"US",7,3,4,1,2,4,1,3,3,7,0,0,0,1,20,11,4,7,4,9,2,2,60
"534",3,1,4,1,4,1,1,4,4,4,2,3,4,1,2,4,1,2,1,1,4,"DK",1,2,2,4,7,1,6,2,4,7,0,0,0,1,24,2,8,4,8,14,1,2,60
"535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"ZA",5,5,7,7,7,7,4,7,4,5,0,0,0,1,28,12,9,14,11,12,2,1,30
"536",1,3,1,1,2,2,1,2,4,2,2,1,1,2,1,3,3,3,2,2,2,"MY",4,2,7,1,7,4,7,5,3,5,0,0,0,1,21,8,9,12,4,12,3,2,70
"537",2,2,1,1,3,2,1,1,2,2,3,1,1,3,1,3,1,3,1,2,2,"PH",3,3,5,3,2,1,4,6,4,6,0,0,0,1,25,4,7,11,7,8,3,2,10
"538",1,1,3,1,3,1,1,1,1,3,1,1,4,1,1,2,4,1,1,1,4,"DE",1,3,5,3,5,1,7,7,5,3,0,0,0,1,24,2,10,12,8,8,3,3,60
"539",1,2,2,2,2,2,1,2,3,3,2,2,3,2,2,2,4,1,2,1,4,"US",3,5,6,6,3,2,3,2,3,5,0,0,0,1,20,5,8,8,9,8,2,2,60
"540",3,1,2,1,4,2,2,3,3,1,2,2,2,2,1,1,2,1,1,1,1,"AT",5,4,3,3,3,3,7,1,5,3,0,0,0,1,26,8,11,4,8,6,2,3,60
"541",2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,1,"GB",2,4,4,4,6,4,6,4,6,6,0,0,0,1,49,6,10,8,10,12,4,3,70
"542",3,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,3,1,3,1,1,"US",5,2,5,2,5,2,6,5,3,5,0,0,0,1,24,7,8,10,5,10,1,3,70
"543",4,1,2,1,2,3,4,3,3,2,2,3,3,4,3,2,2,3,2,2,2,"MY",1,1,7,2,6,2,5,1,6,5,0,0,0,1,23,3,6,8,8,11,3,2,10
"544",4,4,4,1,4,1,1,4,1,4,4,2,1,1,2,4,4,1,4,1,4,"HR",1,7,4,7,7,1,1,1,1,1,0,0,0,1,20,2,8,5,8,8,2,1,60
"545",3,2,3,3,4,3,3,4,4,3,3,4,4,2,4,3,4,2,3,3,4,"FI",5,1,2,1,4,2,7,1,2,7,0,0,0,1,26,7,8,3,3,11,2,2,60
"546",1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,"GB",7,6,6,7,7,3,7,6,5,6,0,0,0,1,35,10,13,12,12,13,3,3,10
"547",2,2,2,4,3,2,3,2,3,4,2,3,3,3,2,2,4,4,2,3,3,"MY",4,5,6,2,6,4,6,2,3,3,0,0,0,1,21,8,11,8,5,9,2,2,10
"548",4,1,3,2,4,3,2,4,3,4,2,4,4,2,4,4,4,2,3,3,4,"CA",1,2,4,2,7,1,5,2,1,7,0,0,0,1,21,2,7,6,3,14,3,2,60
"549",2,3,4,1,4,2,2,3,4,4,3,4,4,2,2,4,4,2,1,3,3,"US",2,1,1,2,2,1,3,3,4,2,0,0,0,1,26,3,4,4,6,4,2,3,60
"550",2,1,3,1,4,2,1,3,3,4,3,1,3,4,1,4,3,2,2,2,4,"US",1,3,3,5,7,1,5,3,6,2,0,0,0,1,21,2,8,6,11,9,2,2,60
"551",3,1,2,4,4,2,1,4,1,4,3,4,4,3,1,3,4,3,1,3,4,"DE",1,3,7,6,6,1,5,7,2,7,0,0,0,1,35,2,8,14,8,13,3,1,60
"552",2,1,3,1,2,3,1,3,3,4,3,4,4,3,3,3,3,4,1,3,2,"US",4,5,7,2,5,3,6,7,4,4,0,0,0,1,30,7,11,14,6,9,3,2,60
"553",4,3,4,4,4,3,2,4,2,4,3,4,4,4,4,4,3,4,4,4,4,"GB",1,2,7,1,5,2,1,6,2,4,0,0,0,1,66,3,3,13,3,9,1,3,60
"554",2,2,2,1,3,1,1,2,1,4,3,4,2,4,1,4,1,2,4,2,3,"CA",4,3,6,3,5,3,5,7,3,7,0,0,0,1,49,7,8,13,6,12,4,2,60
"555",3,1,3,1,3,3,4,3,4,4,3,1,1,3,1,4,4,3,1,3,4,"CA",2,3,1,3,2,1,5,6,5,2,0,0,0,1,24,3,8,7,8,4,4,3,70
"556",2,1,2,1,4,1,2,2,2,3,2,3,3,1,1,4,2,1,3,1,2,"US",1,7,5,3,3,2,7,6,6,3,0,0,0,1,48,3,14,11,9,6,3,2,60
"557",3,3,4,1,4,3,1,4,3,2,3,4,3,2,4,4,2,3,4,4,3,"US",5,5,7,2,3,2,7,1,3,3,0,0,0,1,33,7,12,8,5,6,2,2,60
"558",2,1,2,2,1,3,1,2,2,2,4,3,2,3,1,1,2,2,1,1,1,"NONE",3,2,5,2,6,5,6,7,5,6,0,0,0,1,36,8,8,12,7,12,3,3,60
"559",4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"US",2,4,6,1,4,1,6,3,3,6,0,0,0,1,24,3,10,9,4,10,2,3,60
"560",4,4,1,3,2,3,1,3,1,4,4,1,4,3,1,3,4,3,4,1,4,"US",2,1,7,1,2,4,7,1,1,7,0,0,0,1,19,6,8,8,2,9,2,3,60
"561",4,4,4,2,3,3,2,4,2,3,3,3,4,3,2,4,3,2,3,4,3,"US",6,6,3,3,3,7,3,2,3,4,0,0,0,1,19,13,9,5,6,7,3,2,60
"562",3,3,2,1,4,3,1,2,4,4,3,2,3,1,1,3,4,1,1,1,4,"US",5,6,2,7,3,5,6,2,5,7,0,0,0,1,19,10,12,4,12,10,2,3,60
"563",1,3,4,4,4,1,4,2,4,4,2,4,4,3,4,4,4,1,4,3,4,"MY",4,5,1,2,1,1,7,1,3,5,0,0,0,1,31,5,12,2,5,6,2,1,10
"564",2,2,4,1,4,2,4,4,1,2,4,1,4,4,2,2,4,1,2,1,4,"MY",5,2,6,5,7,1,3,5,4,7,0,0,0,1,23,6,5,11,9,14,3,1,10
"565",3,1,2,1,3,2,1,3,1,2,1,1,3,2,1,3,2,1,1,1,2,"US",6,3,6,5,5,2,5,5,6,4,0,0,0,1,30,8,8,11,11,9,4,3,60
"566",1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,"MY",4,6,3,3,6,3,4,6,4,2,0,0,0,1,19,7,10,9,7,8,2,3,10
"567",2,1,1,1,3,3,1,2,2,2,1,1,2,2,1,3,2,2,1,2,2,"MY",5,2,5,2,6,2,5,1,5,3,0,0,0,1,23,7,7,6,7,9,2,2,70
"568",4,2,2,2,2,1,2,1,2,4,1,2,3,2,2,4,3,3,3,2,4,"MY",3,2,5,3,2,1,1,4,2,7,0,0,0,1,19,4,3,9,5,9,3,3,10
"569",4,2,3,3,4,2,2,4,1,3,4,2,2,4,2,3,2,3,3,1,2,"US",5,2,7,3,6,3,3,5,4,5,0,0,0,1,42,8,5,12,7,11,2,1,60
"570",2,1,1,2,1,2,2,2,4,2,2,2,3,2,3,2,1,3,2,2,1,"MY",2,7,5,2,6,1,4,4,2,3,0,0,0,1,19,3,11,9,4,9,3,1,10
"571",1,3,2,1,3,3,2,2,3,2,1,2,2,2,2,1,3,3,3,3,2,"MY",1,3,1,1,6,4,3,1,1,4,0,0,0,1,21,5,6,2,2,10,3,3,10
"572",1,2,4,1,2,3,1,4,2,3,1,1,4,1,1,3,2,4,1,1,3,"MY",1,1,4,2,5,1,3,4,2,3,0,0,0,1,19,2,4,8,4,8,2,1,10
"573",2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,"MY",3,2,6,3,7,3,6,1,5,6,0,0,0,1,19,6,8,7,8,13,3,1,10
"574",2,4,2,2,2,2,3,3,3,3,2,1,3,3,2,2,4,3,2,3,3,"MY",2,4,5,3,6,1,6,3,6,4,0,0,0,1,24,3,10,8,9,10,3,1,10
"575",3,2,4,1,3,4,1,2,2,3,2,2,2,2,1,2,4,1,1,2,3,"MY",5,1,4,2,4,5,5,2,2,7,0,0,0,1,20,10,6,6,4,11,2,1,10
"576",1,1,2,2,3,2,1,4,3,3,2,4,2,3,3,3,3,3,2,2,2,"MY",3,6,3,2,6,3,4,3,5,4,0,0,0,1,23,6,10,6,7,10,2,2,70
"577",4,3,2,1,4,2,2,3,4,3,3,2,3,4,2,2,4,4,3,4,4,"MY",5,0,0,0,0,0,0,0,0,0,0,0,0,1,20,5,0,0,0,0,3,1,10
"578",4,2,2,3,3,4,4,4,4,4,3,4,3,4,4,3,3,4,1,3,3,"MY",2,2,4,1,6,3,5,3,1,3,0,0,0,1,21,5,7,7,2,9,3,2,10
"579",1,4,1,1,1,2,2,1,3,2,1,2,2,1,1,1,2,2,2,3,1,"MY",5,4,5,5,7,2,5,7,7,1,0,0,0,1,21,7,9,12,12,8,3,2,70
"580",2,1,3,2,3,2,1,1,4,4,2,1,4,2,1,1,4,2,2,4,2,"MY",4,7,2,6,2,6,6,1,5,4,0,0,0,1,22,10,13,3,11,6,3,3,10
"581",3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"MY",1,7,3,3,4,2,5,2,2,4,0,0,0,1,20,3,12,5,5,8,2,2,10
"582",1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,"MY",5,7,6,4,5,1,7,7,7,4,0,0,0,1,31,6,14,13,11,9,4,2,10
"583",4,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,3,3,4,3,3,"MY",5,4,6,3,6,2,6,3,4,3,0,0,0,1,22,7,10,9,7,9,3,1,10
"584",3,2,3,1,4,3,1,3,3,3,2,3,3,2,4,2,1,3,3,3,2,"MY",4,1,6,3,6,4,6,0,3,4,0,0,0,1,20,8,7,6,6,10,2,1,10
"585",2,2,3,1,2,3,1,2,3,2,2,2,2,2,2,2,4,2,1,2,1,"MY",5,3,3,3,3,2,5,3,3,3,0,0,0,1,23,7,8,6,6,6,3,2,10
"586",1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,"IN",7,4,3,3,5,3,2,6,2,7,0,0,0,1,26,10,6,9,5,12,3,2,10
"587",1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",5,3,7,7,5,2,5,3,7,5,0,0,0,1,19,7,8,10,14,10,2,1,10
"588",1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,"MY",4,4,5,3,6,3,5,5,6,5,0,0,0,1,21,7,9,10,9,11,2,2,10
"589",2,2,2,2,4,2,2,2,2,3,2,3,4,2,2,3,4,3,2,4,3,"MY",5,4,2,5,6,1,5,2,5,4,0,0,0,1,20,6,9,4,10,10,3,1,10
"590",3,3,1,1,2,1,1,2,3,1,2,2,3,2,1,2,1,2,1,1,1,"MY",5,3,5,3,5,5,5,3,4,6,0,0,0,1,22,10,8,8,7,11,3,2,10
"591",3,1,4,1,4,4,2,4,4,4,2,4,3,3,4,4,3,2,2,4,3,"MY",1,7,3,1,7,1,7,5,7,6,0,0,0,1,21,2,14,8,8,13,3,3,10
"592",3,3,3,3,3,3,3,4,4,3,2,3,3,3,4,2,4,4,3,3,3,"SG",5,3,5,5,4,5,6,6,2,2,0,0,0,1,22,10,9,11,7,6,2,3,10
"593",1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,"MY",1,7,1,7,2,7,2,6,6,4,0,0,0,1,21,8,9,7,13,6,3,1,10
"594",2,2,1,2,2,2,2,1,3,1,2,1,1,2,1,1,1,2,4,1,1,"MY",6,2,5,3,7,2,6,3,5,3,0,0,0,1,23,8,8,8,8,10,3,3,10
"595",1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,"MY",1,7,6,7,6,5,4,7,7,7,0,0,0,1,20,6,11,13,14,13,2,2,10
"596",2,3,2,1,2,3,1,2,3,2,2,1,3,2,1,2,2,3,1,1,3,"MY",5,3,6,3,6,7,1,3,7,2,0,0,0,1,19,12,4,9,10,8,3,2,10
"597",3,1,1,1,1,2,2,3,2,2,2,1,1,2,2,1,1,1,2,1,1,"MY",6,3,7,3,7,6,3,3,4,3,0,0,0,1,19,12,6,10,7,10,2,1,10
"598",1,2,2,4,2,1,2,2,2,4,3,2,2,2,4,1,2,2,3,2,2,"MY",2,6,6,3,6,5,3,6,2,6,0,0,0,1,22,7,9,12,5,12,2,2,10
"599",2,3,2,4,2,2,4,1,2,4,2,4,3,2,2,3,3,2,2,2,3,"MY",5,2,5,3,6,4,4,1,5,7,0,0,0,1,20,9,6,6,8,13,3,2,10
"600",2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,"MY",3,6,6,7,6,3,6,2,7,3,0,0,0,1,21,6,12,8,14,9,3,2,10
