"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"4413",1,1,4,2,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,1,2,"MY",4,3,5,3,5,7,4,1,4,6,0,0,0,2,22,11,7,6,7,11,3,2,70
"4414",4,4,2,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,"MY",5,1,6,1,6,4,5,7,2,3,0,0,0,2,21,9,6,13,3,9,3,2,10
"4415",2,2,2,1,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,3,2,"MY",4,5,3,2,5,1,7,5,3,2,0,0,0,2,21,5,12,8,5,7,2,3,70
"4416",2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,"MY",5,6,7,5,5,4,4,5,6,3,0,0,0,2,22,9,10,12,11,8,2,2,70
"4417",4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,"MY",1,1,7,1,4,1,4,3,1,1,0,0,0,2,21,2,5,10,2,5,3,3,10
"4418",1,2,2,1,3,3,1,4,3,1,1,2,3,3,1,3,1,3,1,1,1,"ID",4,4,5,5,3,6,5,2,6,6,0,0,0,2,22,10,9,7,11,9,2,1,10
"4419",1,1,3,1,4,2,3,3,4,1,1,2,2,2,2,2,2,2,3,1,2,"MY",1,4,7,1,7,4,4,5,3,6,0,0,0,2,24,5,8,12,4,13,3,3,10
"4420",4,2,4,4,4,4,3,4,4,4,4,2,4,4,3,4,4,4,4,3,4,"US",2,2,1,1,7,1,4,3,1,6,0,0,0,2,26,3,6,4,2,13,2,1,60
"4421",2,1,1,1,1,1,2,2,2,1,2,1,3,2,1,2,2,2,1,1,1,"MY",4,6,6,6,6,2,6,2,5,6,0,0,0,2,20,6,12,8,11,12,2,1,10
"4422",3,4,2,3,2,1,3,2,4,3,3,2,4,4,2,3,3,3,2,2,1,"MY",4,3,7,5,6,7,6,2,4,6,0,0,0,2,23,11,9,9,9,12,4,2,70
"4423",2,3,1,1,4,2,2,1,4,2,1,3,4,4,1,3,1,2,1,1,1,"MY",1,4,5,6,7,3,4,4,5,7,0,0,0,2,21,4,8,9,11,14,2,1,10
"4424",2,2,1,2,2,4,3,3,4,1,2,3,2,3,4,2,1,4,3,4,1,"MY",5,3,5,2,4,1,5,1,3,4,0,0,0,2,19,6,8,6,5,8,2,1,10
"4425",1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,"MY",5,6,6,6,7,4,6,5,7,6,0,0,0,2,21,9,12,11,13,13,3,2,70
"4426",4,4,4,2,3,4,2,4,4,4,3,4,4,3,4,3,4,4,3,4,4,"MY",4,1,5,1,2,1,7,1,4,4,0,0,0,2,19,5,8,6,5,6,2,3,10
"4427",1,2,1,1,2,2,2,1,2,3,2,2,1,2,1,1,1,2,2,1,1,"MY",4,4,5,5,3,3,7,6,4,5,0,0,0,2,23,7,11,11,9,8,4,2,10
"4428",1,2,2,2,2,1,2,1,3,2,3,2,1,3,1,2,2,2,3,2,1,"MY",2,3,7,4,5,5,4,5,7,4,0,0,0,2,19,7,7,12,11,9,2,1,10
"4429",2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"MY",3,3,4,3,5,3,4,4,4,4,0,0,0,2,28,6,7,8,7,9,3,2,10
"4430",1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,"MY",6,3,6,4,7,3,7,1,6,5,0,0,0,2,19,9,10,7,10,12,2,3,10
"4431",3,1,3,1,3,2,1,2,3,4,1,3,3,3,1,2,1,3,1,1,3,"MY",5,4,5,4,4,5,4,2,4,4,0,0,0,2,22,10,8,7,8,8,3,2,10
"4432",3,4,4,1,4,4,4,4,1,4,2,4,4,2,1,1,1,1,1,4,4,"MY",1,5,7,3,7,7,7,3,5,3,0,0,0,1,21,8,12,10,8,10,3,1,10
"4433",1,1,2,1,3,2,1,1,2,4,1,2,2,1,1,2,4,2,1,2,3,"ID",4,4,4,3,5,4,6,2,4,4,0,0,0,1,29,8,10,6,7,9,3,1,10
"4434",2,1,1,1,3,2,4,2,3,2,3,3,3,1,3,2,4,2,3,3,1,"MY",5,3,4,3,4,4,6,3,4,1,0,0,0,2,22,9,9,7,7,5,3,3,10
"4435",2,1,1,1,1,2,2,1,2,1,2,1,1,3,2,2,1,2,2,3,1,"MY",4,3,6,4,5,5,6,7,5,7,0,0,0,2,22,9,9,13,9,12,3,1,60
"4436",3,3,2,2,3,4,2,2,2,4,3,2,3,2,2,4,3,3,2,3,4,"MY",5,3,4,2,6,3,6,3,4,3,0,0,0,1,21,8,9,7,6,9,2,3,70
"4437",1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,"MY",1,5,6,6,5,6,4,7,6,6,0,0,0,1,20,7,9,13,12,11,3,1,10
"4438",1,2,3,2,2,2,1,1,2,4,2,2,2,1,1,2,4,2,1,1,4,"MY",3,4,4,5,4,3,6,3,6,5,0,0,0,2,22,6,10,7,11,9,3,1,70
"4439",2,3,1,1,2,2,2,3,2,2,2,1,2,3,1,2,4,3,1,3,2,"MY",3,4,6,6,6,3,4,3,6,4,0,0,0,2,24,6,8,9,12,10,3,3,10
"4440",4,1,4,1,2,2,1,1,2,2,2,2,2,3,1,2,3,2,1,1,3,"MY",5,5,2,3,6,5,6,2,4,5,0,0,0,1,20,10,11,4,7,11,2,3,10
"4441",1,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,1,"MY",5,6,5,4,5,5,5,4,5,4,0,0,0,1,20,10,11,9,9,9,3,3,10
"4442",1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,"MY",4,5,6,5,4,6,6,3,6,1,0,0,0,2,23,10,11,9,11,5,2,2,10
"4443",3,3,1,2,2,2,1,3,3,1,2,2,3,2,2,2,1,3,2,4,1,"MY",5,2,6,1,5,2,5,2,1,5,0,0,0,2,22,7,7,8,2,10,4,1,10
"4444",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"MY",5,3,6,2,7,1,7,3,5,2,0,0,0,2,20,6,10,9,7,9,3,1,10
"4445",1,2,1,1,3,4,2,4,3,1,2,2,2,1,2,1,4,1,1,4,2,"MX",4,5,5,2,5,2,4,2,4,3,0,0,0,2,20,6,9,7,6,8,2,3,70
"4446",1,2,2,1,1,2,1,1,3,2,1,1,2,1,1,1,3,1,1,1,1,"MY",6,4,5,4,6,6,5,3,5,5,0,0,0,2,19,12,9,8,9,11,2,1,10
"4447",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",3,7,5,6,1,7,1,7,1,7,0,0,0,2,38,10,8,12,7,8,2,3,10
"4448",2,1,2,1,3,2,1,1,1,2,1,2,3,2,1,2,2,4,2,2,1,"MY",3,3,4,2,7,3,5,3,4,3,0,0,0,2,20,6,8,7,6,10,2,2,10
"4449",3,4,3,4,4,3,3,2,4,4,4,4,3,3,3,4,4,4,4,4,4,"MY",4,6,5,1,5,1,7,2,4,4,0,0,0,2,20,5,13,7,5,9,3,1,10
"4450",3,2,3,3,3,3,2,3,3,3,2,3,4,3,3,3,3,3,3,3,3,"MY",3,6,4,2,4,3,3,5,4,3,0,0,0,2,22,6,9,9,6,7,3,2,10
"4451",1,1,3,1,2,1,2,1,4,2,1,2,2,1,1,3,2,1,3,3,1,"MY",6,7,5,7,5,2,7,2,5,2,0,0,0,1,21,8,14,7,12,7,2,2,10
"4452",3,4,4,2,4,3,2,4,4,3,4,4,1,3,3,3,3,4,4,4,4,"ID",4,7,3,2,6,1,7,4,4,2,0,0,0,2,20,5,14,7,6,8,2,3,10
"4453",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"MY",7,7,7,7,5,7,5,7,1,7,0,0,0,2,23,14,12,14,8,12,3,2,10
"4454",3,4,4,2,4,3,3,2,3,3,2,2,3,3,2,4,4,2,2,2,4,"MY",1,3,7,3,7,1,6,7,5,3,0,0,0,2,21,2,9,14,8,10,3,2,10
"4455",1,2,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,"MY",6,1,7,5,4,7,7,4,4,4,0,0,0,1,24,13,8,11,9,8,3,3,70
"4456",3,4,3,2,3,4,3,3,4,4,3,3,3,3,4,2,4,3,4,4,3,"MY",5,3,3,1,4,5,7,1,3,1,0,0,0,2,19,10,10,4,4,5,2,3,10
"4457",2,1,1,2,2,2,1,4,3,2,2,2,2,2,2,1,2,2,2,1,1,"SG",2,3,7,5,5,1,5,6,5,5,0,0,0,1,20,3,8,13,10,10,2,3,10
"4458",3,4,2,2,3,2,1,2,3,3,2,3,3,2,2,2,2,3,2,3,3,"MY",4,3,6,3,6,3,5,3,5,5,0,0,0,1,22,7,8,9,8,11,3,2,10
"4459",1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2,1,"MY",1,5,4,3,1,2,2,3,6,4,0,0,0,2,21,3,7,7,9,5,3,1,70
"4460",3,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,3,2,2,2,2,"MY",1,7,1,7,7,1,7,7,7,2,0,0,0,2,19,2,14,8,14,9,3,2,10
"4461",3,3,2,2,4,2,3,2,3,3,3,3,3,2,2,3,2,2,3,1,2,"MY",3,1,6,3,7,1,6,1,6,4,0,0,0,1,21,4,7,7,9,11,3,3,10
"4462",4,3,2,3,4,3,3,4,4,4,4,3,4,4,1,1,4,4,4,1,4,"MY",4,3,4,1,6,1,6,1,1,4,0,0,0,2,20,5,9,5,2,10,3,2,10
"4463",2,2,2,1,2,3,3,1,2,1,1,3,1,1,2,3,2,3,4,2,1,"MY",4,4,7,1,7,1,7,4,4,4,0,0,0,1,21,5,11,11,5,11,3,2,10
"4464",1,4,1,1,3,2,1,2,2,2,2,1,2,1,1,2,3,3,1,1,2,"MY",4,5,6,3,7,2,5,2,3,5,0,0,0,2,20,6,10,8,6,12,3,2,10
"4465",1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,"NONE",4,7,6,6,7,2,5,6,3,4,0,0,0,1,19,6,12,12,9,11,2,3,20
"4466",4,1,4,3,2,4,3,4,4,4,2,4,4,3,3,3,4,4,3,4,4,"MY",2,5,2,3,6,2,5,7,5,3,0,0,0,2,23,4,10,9,8,9,3,2,10
"4467",1,4,3,4,1,4,4,4,2,4,1,1,4,2,1,1,2,4,4,4,3,"MY",4,4,5,2,3,1,7,2,3,1,0,0,0,2,21,5,11,7,5,4,2,3,10
"4468",2,2,1,1,2,3,1,1,2,2,2,2,1,3,1,2,1,1,1,1,1,"MY",4,3,6,0,5,2,3,6,6,5,0,0,0,1,21,6,6,12,6,10,2,2,10
"4469",1,1,1,1,3,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,"MY",6,4,5,4,7,1,7,4,5,4,0,0,0,1,21,7,11,9,9,11,3,1,10
"4470",2,3,1,4,2,1,4,2,4,1,3,3,2,3,3,2,3,3,3,3,1,"MY",5,3,5,3,6,1,7,3,4,4,0,0,0,1,23,6,10,8,7,10,4,1,70
"4471",4,1,2,3,4,4,2,3,4,2,2,2,3,4,3,2,4,4,4,4,2,"MY",6,2,7,1,4,1,7,4,1,1,0,0,0,2,21,7,9,11,2,5,2,3,10
"4472",1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,"MY",2,6,6,3,5,1,5,6,5,6,0,0,0,2,25,3,11,12,8,11,4,3,10
"4473",2,1,1,2,2,2,1,4,4,2,3,4,2,1,2,2,1,2,2,1,1,"MY",6,6,7,3,5,7,1,4,4,3,0,0,0,2,20,13,7,11,7,8,3,3,10
"4474",2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,"ID",4,2,6,3,5,4,7,3,6,3,0,0,0,2,28,8,9,9,9,8,4,1,10
"4475",2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,"MY",4,7,6,6,5,7,7,5,6,7,0,0,0,2,22,11,14,11,12,12,3,3,10
"4476",3,3,3,1,3,3,1,2,2,4,3,2,4,2,2,4,4,4,2,3,4,"MY",5,6,5,3,3,4,6,2,5,3,0,0,0,1,23,9,12,7,8,6,3,1,10
"4477",1,2,1,1,2,2,1,1,4,1,2,2,2,2,2,1,2,1,2,1,1,"MY",6,6,6,3,5,1,6,6,7,2,0,0,0,2,23,7,12,12,10,7,3,3,10
"4478",2,2,2,1,3,2,1,2,2,2,3,2,4,2,2,2,1,4,1,2,1,"MY",2,6,5,3,5,1,7,3,6,5,0,0,0,2,21,3,13,8,9,10,2,3,10
"4479",3,1,2,1,2,2,1,2,4,1,2,2,2,2,2,4,4,4,2,2,2,"MY",4,2,5,1,4,3,6,5,3,4,0,0,0,2,24,7,8,10,4,8,4,3,70
"4480",3,2,3,1,3,2,2,2,3,4,2,2,4,2,2,4,4,2,1,3,4,"MY",4,5,2,5,5,2,5,2,4,2,0,0,0,1,21,6,10,4,9,7,2,2,10
"4481",3,2,3,3,1,4,1,4,4,1,3,3,3,3,3,1,1,3,3,3,1,"CA",6,6,1,1,3,5,5,2,1,3,0,0,0,2,21,11,11,3,2,6,3,3,20
"4482",2,4,1,1,4,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,"MY",2,6,6,6,5,1,6,7,7,1,0,0,0,2,39,3,12,13,13,6,4,1,10
"4483",2,2,3,1,2,3,1,2,3,2,2,3,2,2,2,1,2,3,2,2,2,"MY",3,1,6,3,5,4,3,2,2,4,0,0,0,1,24,7,4,8,5,9,4,3,10
"4484",2,2,2,3,4,3,3,1,3,3,3,4,3,3,3,4,3,4,4,4,4,"MY",4,4,7,3,6,5,5,7,6,5,0,0,0,2,20,9,9,14,9,11,3,1,10
"4485",2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1,"MY",6,4,5,2,4,5,6,4,3,3,0,0,0,2,23,11,10,9,5,7,3,1,10
"4486",2,3,1,2,1,2,1,3,2,1,3,2,2,3,1,2,1,1,1,1,1,"US",5,3,7,3,4,6,4,6,2,6,0,0,0,2,20,11,7,13,5,10,3,3,30
"4487",1,1,1,1,3,3,1,2,3,2,2,2,2,2,1,1,2,1,1,2,2,"US",1,7,6,1,5,2,5,6,4,5,0,0,0,2,19,3,12,12,5,10,3,3,30
"4488",1,1,1,3,2,1,1,4,2,1,1,2,1,2,2,2,1,1,2,2,1,"AE",2,6,4,3,5,7,4,4,5,7,0,0,0,1,30,9,10,8,8,12,3,1,10
"4489",2,3,2,4,2,4,2,2,3,4,1,3,2,4,4,3,3,3,3,3,3,"MY",6,1,3,2,2,7,7,1,1,4,0,0,0,2,21,13,8,4,3,6,4,2,70
"4490",2,4,3,2,3,4,2,2,3,1,2,2,1,3,2,2,3,3,2,3,2,"MY",4,4,5,2,7,3,6,3,5,5,0,0,0,1,21,7,10,8,7,12,3,3,10
"4491",3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,4,4,"MY",3,4,6,1,5,3,5,2,2,4,0,0,0,2,21,6,9,8,3,9,3,1,60
"4492",2,1,3,2,3,4,1,1,1,2,4,1,3,1,1,2,1,2,1,2,2,"US",5,2,2,2,7,7,2,2,1,4,0,0,0,2,29,12,4,4,3,11,3,2,60
"4493",2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,4,1,1,1,"MY",4,3,6,1,6,6,5,1,3,4,0,0,0,2,22,10,8,7,4,10,3,1,10
"4494",3,1,3,3,4,2,2,2,3,1,3,2,2,2,2,2,4,4,3,4,2,"MY",4,6,6,2,5,7,5,6,1,6,0,0,0,2,22,11,11,12,3,11,3,2,10
"4495",2,1,3,1,3,3,1,2,2,3,2,2,3,2,2,2,3,3,2,3,4,"MY",5,4,6,2,4,3,6,6,2,4,0,0,0,2,19,8,10,12,4,8,2,3,10
"4496",2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,"MY",7,3,7,3,7,7,7,5,6,7,0,0,0,2,19,14,10,12,9,14,3,3,10
"4497",2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,"MY",5,5,5,2,6,2,6,3,3,2,0,0,0,2,21,7,11,8,5,8,3,1,70
"4498",2,4,2,2,4,1,2,2,3,4,2,2,2,2,3,3,4,3,1,3,4,"MY",2,5,3,3,1,3,3,5,3,4,0,0,0,2,21,5,8,8,6,5,3,1,10
"4499",3,3,4,1,4,3,1,4,2,3,4,1,4,3,1,4,4,4,1,4,3,"US",1,2,6,1,2,1,1,3,7,1,0,0,0,2,24,2,3,9,8,3,4,3,10
"4500",2,2,2,1,3,3,2,2,3,3,3,3,3,3,1,2,3,3,1,4,3,"MY",5,3,5,3,4,1,4,3,4,3,0,0,0,2,22,6,7,8,7,7,3,3,10
"4501",2,3,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,"MY",6,5,5,1,6,6,7,7,4,6,0,0,0,1,24,12,12,12,5,12,4,2,10
"4502",4,3,3,3,2,2,3,2,3,4,3,3,4,2,3,2,4,2,1,4,4,"MY",5,2,5,2,6,3,6,3,2,5,0,0,0,2,22,8,8,8,4,11,3,2,10
"4503",2,2,1,2,1,3,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,"MY",4,4,6,4,6,1,6,4,4,6,0,0,0,1,22,5,10,10,8,12,3,2,10
"4504",2,2,2,1,3,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,"US",1,5,5,2,5,2,5,5,5,5,0,0,0,2,32,3,10,10,7,10,4,3,60
"4505",3,3,1,2,2,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,3,"MY",5,3,7,3,5,3,6,3,5,3,0,0,0,2,23,8,9,10,8,8,4,3,10
"4506",2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,"MY",3,2,7,1,3,6,7,2,3,1,0,0,0,2,21,9,9,9,4,4,3,3,70
"4507",2,3,4,4,3,4,3,4,4,4,4,4,3,4,2,3,4,4,4,4,4,"MY",4,0,5,1,0,0,0,0,0,2,0,0,0,1,21,4,0,5,1,2,2,1,10
"4508",3,2,2,1,2,2,2,2,2,4,2,2,3,2,2,2,4,4,2,2,3,"MY",6,2,5,2,7,1,7,1,6,2,0,0,0,2,28,7,9,6,8,9,3,2,70
"4509",2,2,2,1,3,2,1,1,3,3,1,2,3,2,1,2,3,2,1,2,1,"MY",2,5,5,2,2,2,7,4,4,4,0,0,0,2,25,4,12,9,6,6,4,2,10
"4510",2,1,1,1,4,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,"CA",7,5,2,7,6,6,6,2,6,6,0,0,0,1,19,13,11,4,13,12,2,3,60
"4511",1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,"MY",5,3,6,1,5,5,3,3,3,3,0,0,0,2,19,10,6,9,4,8,3,1,10
"4512",2,2,3,2,4,2,4,3,2,2,2,3,3,2,2,3,2,4,2,3,2,"MY",6,3,6,6,7,4,6,4,6,6,0,0,0,2,24,10,9,10,12,13,3,3,10
"4513",2,2,1,2,1,2,2,1,2,2,2,2,2,1,3,1,2,3,2,1,1,"MY",3,4,6,5,5,5,6,2,5,3,0,0,0,2,19,8,10,8,10,8,3,3,10
"4514",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,"MY",5,5,6,2,7,1,7,4,5,4,0,0,0,2,19,6,12,10,7,11,3,3,10
"4515",1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,3,1,1,"MY",6,3,6,6,5,7,6,7,6,3,0,0,0,2,19,13,9,13,12,8,3,3,10
"4516",3,2,3,2,4,2,2,4,3,3,2,3,4,3,4,3,3,4,2,3,2,"MY",1,6,3,1,2,3,5,2,4,4,0,0,0,2,21,4,11,5,5,6,2,3,10
"4517",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,1,1,2,"MY",6,4,6,3,7,6,6,4,6,4,0,0,0,2,19,12,10,10,9,11,3,1,10
"4518",3,4,2,2,3,4,4,3,4,3,3,4,4,3,3,3,4,2,2,4,4,"MY",2,5,6,2,4,1,5,3,3,5,0,0,0,2,23,3,10,9,5,9,2,2,10
"4519",2,3,2,2,2,2,1,4,3,2,2,2,3,3,2,3,3,2,2,3,2,"NONE",5,3,6,1,5,1,5,1,7,3,0,0,0,2,20,6,8,7,8,8,3,3,10
"4520",1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,"MY",5,4,5,3,6,1,7,1,6,2,0,0,0,2,26,6,11,6,9,8,3,2,10
"4521",2,2,2,3,2,3,3,3,3,2,3,2,2,2,3,2,4,2,2,3,4,"MY",4,7,7,3,5,2,7,6,4,4,0,0,0,2,19,6,14,13,7,9,3,3,10
"4522",1,1,1,1,3,4,1,2,3,4,1,2,2,2,1,1,4,1,2,2,1,"MY",4,4,4,1,4,7,7,4,1,3,0,0,0,2,21,11,11,8,2,7,3,3,10
"4523",3,3,3,2,3,4,2,2,3,4,3,4,4,4,1,4,4,4,2,1,4,"MY",5,3,7,2,6,4,6,5,2,7,0,0,0,1,21,9,9,12,4,13,3,3,10
"4524",1,2,2,3,1,3,2,1,1,1,2,1,1,2,2,2,1,4,1,4,1,"ID",3,3,6,2,5,4,4,4,4,4,0,0,0,2,21,7,7,10,6,9,3,2,10
"4525",1,3,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,1,"MY",4,6,7,2,4,1,6,6,5,3,0,0,0,2,24,5,12,13,7,7,4,2,10
"4526",2,2,2,1,2,4,2,3,3,2,2,4,3,2,4,2,2,2,4,4,2,"MY",5,3,5,2,5,1,6,2,4,3,0,0,0,2,28,6,9,7,6,8,3,2,10
"4527",3,4,2,3,3,3,3,4,4,2,4,2,4,3,2,3,4,4,2,4,4,"MY",4,5,2,1,4,4,5,2,5,4,0,0,0,2,19,8,10,4,6,8,2,3,10
"4528",2,1,1,1,2,3,2,2,2,1,2,2,2,2,1,1,1,3,1,2,1,"ID",4,4,3,3,5,5,6,5,5,4,0,0,0,2,20,9,10,8,8,9,2,3,70
"4529",2,2,2,3,3,2,3,3,3,3,4,2,4,2,4,3,3,4,2,2,2,"MY",2,7,2,1,7,1,5,4,2,4,0,0,0,2,23,3,12,6,3,11,3,1,10
"4530",2,4,2,1,1,2,3,3,3,2,2,3,2,2,3,2,3,2,1,4,1,"MY",3,5,3,2,5,2,5,3,6,2,0,0,0,2,21,5,10,6,8,7,2,1,10
"4531",1,3,1,2,1,1,1,3,1,2,1,1,2,1,1,1,2,3,3,1,1,"MY",4,5,7,4,7,2,7,3,5,2,0,0,0,2,23,6,12,10,9,9,4,1,10
"4532",2,2,2,2,2,2,1,1,1,2,2,4,4,3,3,3,3,2,4,4,2,"MY",1,3,4,3,5,1,6,5,4,1,0,0,0,2,23,2,9,9,7,6,3,3,10
"4533",1,1,1,1,2,2,3,1,3,1,1,2,1,1,1,2,1,1,1,2,1,"MY",3,2,2,5,6,1,6,2,5,7,0,0,0,1,22,4,8,4,10,13,3,3,10
"4534",2,3,2,2,3,4,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,"MY",5,3,6,2,4,3,6,4,3,1,0,0,0,2,19,8,9,10,5,5,3,3,10
"4535",3,1,2,1,2,2,1,2,3,2,2,1,3,2,1,2,4,2,1,2,2,"MY",5,4,6,3,6,1,4,4,4,6,0,0,0,2,21,6,8,10,7,12,3,3,10
"4536",4,3,2,3,2,3,3,2,3,3,2,3,3,3,4,3,4,4,2,4,4,"MY",5,2,6,1,5,7,6,2,2,5,0,0,0,2,23,12,8,8,3,10,3,3,10
"4537",1,3,2,3,1,3,1,1,3,1,1,2,1,1,3,1,1,2,1,1,1,"MY",5,2,6,5,7,4,4,7,6,6,0,0,0,2,23,9,6,13,11,13,4,1,10
"4538",4,2,4,2,4,4,2,3,4,4,4,4,4,4,3,4,4,4,4,4,4,"ID",1,4,7,1,4,1,7,1,5,4,0,0,0,2,20,2,11,8,6,8,2,3,10
"4539",1,1,1,1,4,2,1,1,3,1,2,1,2,1,1,1,1,4,1,1,1,"MY",2,3,5,2,5,6,7,6,4,4,0,0,0,2,22,8,10,11,6,9,4,3,10
"4540",4,3,3,4,4,4,2,2,4,4,4,4,4,4,4,4,4,3,4,4,4,"MY",2,2,4,2,4,4,7,5,2,2,0,0,0,2,20,6,9,9,4,6,3,3,10
"4541",1,4,1,1,1,2,1,2,4,1,1,2,1,1,2,1,1,1,3,1,1,"MY",5,2,1,5,7,5,3,5,6,7,0,0,0,1,24,10,5,6,11,14,4,3,10
"4542",2,1,2,2,2,2,1,2,3,2,2,2,2,3,2,2,3,2,2,2,3,"MY",2,7,5,3,5,5,4,3,6,4,0,0,0,1,23,7,11,8,9,9,3,2,70
"4543",2,1,2,1,2,1,2,3,1,2,2,2,2,3,1,1,1,2,2,1,3,"MY",4,3,5,2,5,5,6,1,2,6,0,0,0,2,27,9,9,6,4,11,4,2,10
"4544",2,3,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,"MY",5,3,6,5,6,6,7,6,5,3,0,0,0,2,19,11,10,12,10,9,2,2,10
"4545",4,1,2,2,4,2,2,4,2,2,1,4,1,4,4,2,2,1,2,4,1,"MY",5,1,1,1,4,3,4,1,7,1,0,0,0,2,20,8,5,2,8,5,4,1,10
"4546",3,1,1,2,2,3,2,3,3,1,2,2,2,3,2,2,1,3,2,1,2,"MY",3,3,6,3,5,7,6,2,3,7,0,0,0,2,27,10,9,8,6,12,4,2,10
"4547",2,4,4,1,2,2,2,2,4,3,2,3,3,1,3,3,4,2,2,4,2,"MY",1,4,5,1,5,2,6,3,4,4,0,0,0,1,22,3,10,8,5,9,3,1,70
"4548",2,1,1,4,4,2,2,2,2,3,2,3,4,3,3,2,4,2,2,2,2,"US",2,5,1,6,6,4,7,4,4,6,0,0,0,2,24,6,12,5,10,12,3,3,10
"4549",1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,"MY",4,2,6,5,6,2,5,3,6,4,0,0,0,1,22,6,7,9,11,10,3,2,10
"4550",1,3,2,2,1,3,1,1,4,2,1,2,2,2,1,1,2,4,2,2,1,"MY",6,5,6,1,5,4,6,3,6,4,0,0,0,2,19,10,11,9,7,9,2,2,10
"4551",2,1,4,1,2,4,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,"MY",4,6,6,2,7,3,7,3,4,4,0,0,0,2,24,7,13,9,6,11,4,3,10
"4552",2,1,2,1,2,2,1,1,2,4,2,2,2,2,1,3,4,3,1,3,3,"MY",6,2,4,2,4,3,6,3,4,1,0,0,0,2,19,9,8,7,6,5,2,1,10
"4553",3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,"MY",3,4,6,1,6,1,6,4,1,3,0,0,0,2,23,4,10,10,2,9,4,3,70
"4554",2,4,3,2,2,3,3,4,4,3,2,2,3,1,4,2,4,3,2,3,4,"MY",1,3,2,1,5,3,6,1,5,1,0,0,0,2,23,4,9,3,6,6,2,2,10
"4555",2,4,3,1,3,4,1,3,4,4,4,3,3,3,2,3,4,4,3,2,4,"MY",5,2,4,2,5,3,6,2,1,2,0,0,0,2,19,8,8,6,3,7,2,3,10
