"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"4920",2,3,1,1,2,4,2,3,1,3,3,3,2,1,3,1,2,2,3,2,2,"US",2,5,6,1,3,2,7,6,2,5,0,0,0,2,20,4,12,12,3,8,2,2,60
"4921",1,1,1,1,4,1,1,1,1,4,1,3,3,4,1,4,2,1,3,1,2,"US",3,2,1,3,4,3,5,7,2,5,0,0,0,2,21,6,7,8,5,9,3,2,60
"4922",2,1,2,1,2,4,1,2,3,3,3,3,3,3,3,2,2,3,1,2,1,"US",5,6,5,3,6,1,7,3,5,4,0,0,0,2,20,6,13,8,8,10,2,3,60
"4923",2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,"RS",6,3,6,3,7,6,7,3,6,7,0,0,0,2,35,12,10,9,9,14,2,3,60
"4924",1,1,2,2,3,3,2,1,3,3,2,2,3,2,1,2,1,2,3,2,3,"MY",2,7,6,3,4,1,6,7,5,6,0,0,0,2,22,3,13,13,8,10,3,3,70
"4925",1,1,2,2,3,2,1,1,2,3,1,1,3,1,1,2,3,1,1,1,4,"US",5,5,3,5,6,1,6,5,5,6,0,0,0,2,20,6,11,8,10,12,3,3,70
"4926",1,3,3,2,3,1,1,1,2,3,1,1,3,1,1,3,3,4,2,1,3,"US",1,2,4,3,5,2,4,6,4,6,0,0,0,2,29,3,6,10,7,11,3,3,10
"4927",1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,"CA",1,6,6,3,6,1,5,6,6,5,0,0,0,2,23,2,11,12,9,11,3,1,60
"4928",4,4,4,1,4,4,2,4,4,4,3,4,4,4,4,4,4,4,1,4,4,"MY",1,7,4,1,2,1,7,4,2,6,0,0,0,2,23,2,14,8,3,8,4,3,10
"4929",1,4,4,2,4,4,1,2,2,2,4,1,4,4,1,4,2,4,2,2,2,"US",1,1,3,1,6,1,7,1,7,1,0,0,0,2,25,2,8,4,8,7,2,2,60
"4930",4,2,4,2,4,2,1,4,3,4,2,3,4,3,3,4,4,2,4,2,2,"CA",1,6,6,1,5,1,7,5,2,6,0,0,0,2,23,2,13,11,3,11,2,2,60
"4931",1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,"ZA",2,3,6,2,2,4,7,4,4,6,0,0,0,2,21,6,10,10,6,8,2,2,70
"4932",3,1,3,1,2,1,1,1,1,2,3,1,2,1,2,1,2,3,1,1,2,"SG",1,6,5,5,6,2,4,3,5,3,0,0,0,2,28,3,10,8,10,9,3,3,10
"4933",2,1,2,1,3,3,1,3,4,1,3,1,2,2,1,3,2,2,1,1,3,"AU",6,2,5,3,5,4,5,1,3,5,0,0,0,2,26,10,7,6,6,10,3,3,10
"4934",4,1,4,2,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,"US",1,1,7,1,1,2,1,6,1,5,0,0,0,2,21,3,2,13,2,6,3,1,60
"4935",4,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,4,"MY",6,2,3,1,4,7,6,5,2,3,0,0,0,2,30,13,8,8,3,7,4,3,10
"4936",2,3,2,1,4,2,1,4,4,2,2,3,2,3,1,3,2,2,1,2,3,"PL",2,1,7,2,5,3,3,7,5,6,0,0,0,2,25,5,4,14,7,11,3,3,60
"4937",1,2,3,1,2,3,1,2,2,2,3,3,2,1,2,2,2,3,1,2,2,"MY",6,4,6,4,7,4,5,4,2,4,0,0,0,2,25,10,9,10,6,11,3,2,10
"4938",3,2,2,1,3,1,1,3,3,3,2,2,4,2,2,3,3,1,2,2,3,"SG",1,4,5,3,5,2,2,4,1,4,0,0,0,2,20,3,6,9,4,9,2,3,10
"4939",3,2,2,2,1,2,1,4,2,2,2,2,1,1,2,3,1,1,2,1,1,"AU",1,3,2,3,7,3,7,1,1,6,0,0,0,2,47,4,10,3,4,13,3,3,10
"4940",1,1,1,2,3,2,2,2,3,1,1,3,1,1,1,2,1,1,3,1,2,"US",2,5,5,4,5,1,6,4,4,5,0,0,0,2,19,3,11,9,8,10,2,3,10
"4941",1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,4,1,1,1,3,"DE",4,6,6,2,6,6,6,2,2,6,0,0,0,2,33,10,12,8,4,12,4,1,60
"4942",2,2,2,1,3,4,1,3,1,1,3,1,4,1,1,2,4,4,1,3,4,"PH",6,3,3,3,1,7,6,3,3,7,0,0,0,2,35,13,9,6,6,8,3,3,10
"4943",4,2,2,2,2,4,1,3,2,3,4,4,3,4,3,3,2,3,3,2,2,"CA",2,6,7,1,7,2,7,7,3,6,0,0,0,2,42,4,13,14,4,13,4,2,60
"4944",2,1,4,1,2,2,1,2,1,2,2,3,2,2,3,3,4,4,1,2,2,"MY",3,7,6,1,5,1,7,6,5,2,0,0,0,2,22,4,14,12,6,7,3,2,10
"4945",2,3,4,2,3,2,4,4,4,4,4,3,4,4,2,3,4,1,2,2,4,"US",4,4,5,1,5,1,5,3,4,4,0,0,0,2,19,5,9,8,5,9,2,3,10
"4946",4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,4,3,2,4,"MY",4,1,5,0,5,1,5,1,2,4,0,0,0,2,22,5,6,6,2,9,3,2,10
"4947",2,3,2,2,3,4,2,2,3,3,4,2,1,3,2,2,2,3,3,2,2,"MY",5,2,5,1,6,3,7,2,5,5,0,0,0,2,20,8,9,7,6,11,3,2,10
"4948",2,3,1,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,"NZ",1,4,3,3,6,1,6,2,3,7,0,0,0,2,30,2,10,5,6,13,4,3,10
"4949",1,1,1,1,1,3,1,1,2,1,1,1,3,3,1,1,1,1,3,1,1,"MY",5,5,6,6,7,7,4,6,4,6,0,0,0,2,21,12,9,12,10,13,2,3,10
"4950",2,1,2,2,4,3,1,3,4,4,4,1,4,1,3,4,4,4,3,1,1,"PL",2,7,1,3,5,4,7,2,2,5,0,0,0,2,22,6,14,3,5,10,2,3,60
"4951",1,1,3,1,2,2,1,2,1,4,3,2,3,1,1,3,3,3,1,1,4,"PL",3,2,3,5,6,3,6,3,3,7,0,0,0,2,30,6,8,6,8,13,3,3,60
"4952",2,1,2,1,2,1,1,3,1,3,3,1,4,2,3,3,4,1,3,3,3,"US",4,6,6,1,5,7,4,7,1,6,0,0,0,2,63,11,10,13,2,11,2,2,60
"4953",3,3,3,3,3,2,3,3,4,2,3,3,3,2,4,3,3,3,3,3,2,"US",5,4,5,2,3,3,7,5,3,4,0,0,0,2,20,8,11,10,5,7,2,2,60
"4954",4,2,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,"MY",7,1,4,1,2,6,3,1,2,1,0,0,0,2,23,13,4,5,3,3,3,2,10
"4955",2,1,2,2,3,2,2,2,2,3,2,3,2,2,2,1,3,2,3,2,3,"MY",5,6,3,5,3,3,6,3,6,1,0,0,0,2,27,8,12,6,11,4,3,2,10
"4956",2,1,2,1,3,2,3,1,3,2,1,2,3,2,1,2,3,2,2,2,2,"MY",5,2,6,5,5,4,7,7,7,5,0,0,0,2,20,9,9,13,12,10,3,1,10
"4957",2,4,1,4,2,4,1,2,2,1,1,4,4,4,4,1,3,2,4,3,1,"MY",7,1,6,1,7,5,7,3,4,1,0,0,0,2,21,12,8,9,5,8,3,2,10
"4958",4,1,3,1,2,1,1,2,3,2,2,3,3,1,1,3,3,1,2,3,4,"MY",5,4,4,2,4,3,6,7,3,4,0,0,0,2,19,8,10,11,5,8,2,3,10
"4959",2,1,2,1,4,3,1,3,2,2,3,2,3,2,3,3,3,3,1,1,1,"US",2,4,1,3,6,5,5,2,2,6,0,0,0,2,21,7,9,3,5,12,2,3,10
"4960",3,2,4,3,2,2,2,2,4,3,3,3,3,2,2,2,4,3,4,3,3,"IN",1,7,5,2,5,1,6,3,2,4,0,0,0,2,21,2,13,8,4,9,3,2,10
"4961",2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,"RO",4,3,6,4,6,6,5,4,4,6,0,0,0,2,26,10,8,10,8,12,4,1,60
"4962",2,2,3,2,3,3,3,3,4,2,3,4,4,4,3,4,3,2,3,3,2,"MY",5,3,5,3,5,3,5,3,4,5,0,0,0,2,19,8,8,8,7,10,2,3,10
"4963",3,3,4,2,3,3,2,3,2,4,3,4,3,3,2,4,3,2,3,4,4,"MY",6,5,5,3,7,7,5,5,1,5,0,0,0,2,21,13,10,10,4,12,3,2,10
"4964",2,4,2,1,3,3,3,4,4,1,3,3,4,3,4,4,2,4,3,4,2,"MY",4,3,6,1,3,3,6,3,4,3,0,0,0,2,29,7,9,9,5,6,3,3,70
"4965",2,2,1,1,2,1,1,2,1,2,1,1,1,1,3,3,1,2,1,1,1,"MY",2,2,7,5,7,1,6,5,7,1,0,0,0,2,29,3,8,12,12,8,4,1,70
"4966",2,2,2,2,3,2,2,2,1,3,2,2,3,2,2,3,2,2,2,2,1,"MY",6,2,5,2,5,3,6,2,4,4,0,0,0,2,20,9,8,7,6,9,3,3,70
"4967",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,"MY",5,1,5,1,7,2,7,2,4,1,0,0,0,2,19,7,8,7,5,8,2,1,10
"4968",3,1,3,1,4,3,1,3,4,4,4,3,4,2,4,3,4,3,1,4,4,"PL",1,3,5,1,7,1,6,1,1,6,0,0,0,2,21,2,9,6,2,13,2,3,60
"4969",1,3,3,1,2,1,1,2,2,2,1,1,4,2,1,2,2,2,1,1,3,"MY",1,7,5,2,2,1,2,6,4,1,0,0,0,2,26,2,9,11,6,3,3,3,10
"4970",2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,"US",7,2,6,2,6,2,6,7,5,7,0,0,0,2,28,9,8,13,7,13,4,3,30
"4971",2,4,1,1,4,1,2,2,2,1,2,4,3,3,2,2,1,1,2,3,1,"NONE",5,3,3,3,7,1,6,5,5,6,0,0,0,2,29,6,9,8,8,13,2,3,10
"4972",3,4,4,2,4,4,4,4,4,4,4,2,4,4,2,4,4,4,1,3,4,"MY",1,3,7,1,7,1,7,1,1,1,0,0,0,2,19,2,10,8,2,8,2,1,10
"4973",1,1,1,3,1,1,1,2,4,1,1,3,1,1,1,1,1,1,2,2,1,"ID",1,7,6,6,4,1,6,3,6,1,0,0,0,2,27,2,13,9,12,5,3,3,10
"4974",1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,"AU",7,1,7,5,5,4,7,7,7,6,0,0,0,2,47,11,8,14,12,11,2,1,70
"4975",4,1,2,4,4,3,4,3,4,4,3,4,2,3,4,2,4,3,4,2,4,"US",3,2,5,2,5,1,7,7,4,3,0,0,0,2,19,4,9,12,6,8,2,2,30
"4976",1,1,2,1,4,3,2,2,2,2,2,2,3,2,3,3,2,3,1,2,2,"NONE",2,6,2,1,2,1,7,2,2,2,0,0,0,2,29,3,13,4,3,4,4,2,60
"4977",2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,"RS",1,7,1,2,2,3,7,2,2,2,0,0,0,2,29,4,14,3,4,4,3,3,60
"4978",3,4,2,3,4,3,1,3,4,4,3,3,3,3,3,4,1,3,4,2,1,"MY",2,6,6,6,1,3,7,7,4,6,0,0,0,2,22,5,13,13,10,7,2,1,10
"4979",1,1,1,2,4,4,1,1,2,3,4,3,4,2,1,3,3,2,2,3,3,"US",3,3,5,2,6,1,6,3,3,4,0,0,0,2,22,4,9,8,5,10,3,1,60
"4980",3,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,4,1,1,4,2,"US",7,3,7,4,4,6,5,3,5,3,0,0,0,2,19,13,8,10,9,7,2,2,70
"4981",2,1,3,4,2,1,3,4,4,4,3,4,3,4,2,4,3,4,3,4,2,"PL",1,4,4,4,5,2,4,6,4,6,0,0,0,2,24,3,8,10,8,11,3,3,60
"4982",3,3,2,2,4,3,1,4,3,1,4,3,3,4,2,4,2,4,2,3,1,"AE",6,4,3,1,7,6,2,2,5,6,0,0,0,2,27,12,6,5,6,13,4,3,10
"4983",4,4,4,3,4,3,3,4,3,4,4,2,4,4,3,4,4,4,1,4,4,"MY",1,7,6,1,2,1,7,6,2,4,0,0,0,2,23,2,14,12,3,6,4,3,10
"4984",2,1,2,1,2,4,2,2,4,3,3,3,3,3,3,2,3,4,1,4,2,"MY",2,3,3,3,3,3,4,3,3,7,0,0,0,2,21,5,7,6,6,10,3,3,10
"4985",2,2,4,1,4,4,2,2,4,3,3,3,4,1,1,4,1,1,1,2,3,"US",1,7,4,1,6,1,7,4,2,6,0,0,0,2,24,2,14,8,3,12,3,1,70
"4986",3,3,2,1,4,4,1,3,4,4,4,2,4,4,1,4,4,2,2,3,3,"MY",6,2,3,3,3,3,5,1,2,5,0,0,0,2,27,9,7,4,5,8,3,2,70
"4987",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",5,4,6,7,6,3,3,7,6,4,0,0,0,2,19,8,7,13,13,10,3,3,10
"4988",3,3,3,3,4,4,2,4,4,3,3,3,4,3,2,2,4,2,2,4,4,"ID",2,5,2,3,4,2,5,4,2,4,0,0,0,2,19,4,10,6,5,8,3,1,10
"4989",2,4,3,2,3,4,4,3,4,4,2,4,3,2,4,2,4,4,2,4,2,"ID",1,2,5,1,5,1,4,2,2,7,0,0,0,2,21,2,6,7,3,12,2,2,10
"4990",2,4,2,3,3,1,2,3,3,1,3,2,2,3,3,2,1,3,3,2,1,"US",5,7,6,3,6,3,7,4,6,3,0,0,0,2,21,8,14,10,9,9,3,2,30
"4991",2,2,1,2,2,3,4,2,4,2,4,2,2,2,4,1,1,2,3,3,1,"US",6,3,6,1,5,3,5,7,4,7,0,0,0,2,24,9,8,13,5,12,3,3,60
"4992",4,3,2,2,2,4,4,4,4,2,4,4,2,2,4,2,2,4,3,4,3,"AU",6,2,7,2,5,3,7,6,5,5,0,0,0,2,34,9,9,13,7,10,2,2,60
"4993",2,1,1,2,1,2,1,2,2,1,2,1,2,2,3,1,1,2,2,2,1,"US",5,5,7,3,5,1,6,5,6,5,0,0,0,2,40,6,11,12,9,10,3,3,50
"4994",1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,"MY",3,7,6,6,6,5,5,7,5,6,0,0,0,2,22,8,12,13,11,12,4,1,10
"4995",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"US",7,7,6,7,6,7,5,7,0,7,0,0,0,2,33,14,12,13,7,13,4,3,10
"4996",2,2,2,3,2,2,2,3,2,1,1,2,2,1,3,1,2,2,1,1,3,"MY",4,3,6,2,5,5,5,2,3,3,0,0,0,2,41,9,8,8,5,8,3,1,70
"4997",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"IN",0,0,0,0,0,0,7,0,0,0,0,0,0,2,48,0,7,0,0,0,3,3,10
"4998",2,1,2,1,3,2,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,"NONE",6,3,6,3,4,3,7,5,7,3,0,0,0,2,21,9,10,11,10,7,3,1,10
"4999",4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,4,"NONE",4,3,3,1,5,3,6,4,5,4,0,0,0,2,22,7,9,7,6,9,4,3,10
"5000",3,4,1,3,2,3,2,2,2,4,2,2,2,2,2,3,4,2,2,2,3,"MY",2,2,7,4,5,3,3,2,1,1,0,0,0,2,31,5,5,9,5,6,2,1,10
"5001",3,1,4,3,4,4,3,4,4,4,4,4,4,2,3,2,4,4,3,3,4,"IN",6,1,2,2,6,4,7,2,2,7,0,0,0,2,23,10,8,4,4,13,4,2,10
"5002",2,2,1,1,4,3,2,3,3,2,2,3,2,2,1,2,2,2,2,1,3,"GB",5,3,2,3,5,4,5,2,2,6,0,0,0,2,20,9,8,4,5,11,2,2,60
"5003",2,2,2,2,2,3,1,3,2,2,3,2,2,2,3,3,3,4,3,2,3,"MY",3,5,6,1,6,1,6,7,3,2,0,0,0,2,24,4,11,13,4,8,2,1,10
"5004",3,1,2,1,2,3,1,3,3,2,4,1,2,3,1,2,2,2,1,1,2,"US",2,2,7,1,5,2,3,6,3,2,0,0,0,2,42,4,5,13,4,7,4,2,60
"5005",2,2,2,3,2,3,2,3,3,2,4,3,4,4,3,3,2,3,4,4,1,"IN",1,7,7,6,5,1,7,3,4,2,0,0,0,2,25,2,14,10,10,7,3,3,10
"5006",3,2,1,2,2,1,1,3,3,1,2,2,1,2,2,1,1,1,2,2,1,"US",6,6,6,2,3,3,7,3,3,2,0,0,0,2,27,9,13,9,5,5,4,3,60
"5007",3,1,1,1,1,3,3,3,1,1,3,2,1,3,1,3,1,2,1,1,1,"NONE",3,5,5,7,6,3,6,0,6,3,0,0,0,2,21,6,11,5,13,9,3,2,10
"5008",1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,"MY",5,7,0,7,1,3,5,3,5,3,0,0,0,2,40,8,12,3,12,4,2,3,10
"5009",1,3,2,1,4,2,4,3,1,4,2,4,4,1,3,4,3,4,3,2,2,"PK",5,3,4,1,1,1,5,1,1,1,0,0,0,2,19,6,8,5,2,2,2,3,10
"5010",1,2,3,2,3,2,1,2,2,3,3,1,3,2,2,3,3,2,1,3,1,"US",5,3,6,2,5,2,6,6,3,6,0,0,0,2,19,7,9,12,5,11,2,2,60
"5011",3,3,1,3,4,4,3,4,3,2,3,3,4,2,3,4,2,2,4,3,2,"US",3,3,6,1,4,2,5,4,2,4,0,0,0,2,26,5,8,10,3,8,2,3,60
"5012",3,3,2,4,4,4,3,4,3,2,3,3,4,3,4,2,4,4,3,4,2,"US",4,3,6,2,5,1,6,4,4,5,0,0,0,2,33,5,9,10,6,10,2,3,60
"5013",2,4,4,3,4,2,2,3,4,3,4,4,4,4,4,4,4,4,2,4,4,"MY",6,5,6,1,5,1,7,3,3,2,0,0,0,2,21,7,12,9,4,7,2,2,70
"5014",1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"MY",5,6,6,7,7,7,6,6,6,7,0,0,0,2,36,12,12,12,13,14,4,3,10
"5015",2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,"MY",5,3,5,4,5,5,5,3,5,3,0,0,0,2,30,10,8,8,9,8,3,2,10
"5016",2,2,2,3,3,2,2,2,1,3,2,3,3,2,2,2,3,3,3,3,2,"MY",1,4,6,4,5,2,6,7,4,3,0,0,0,2,28,3,10,13,8,8,3,3,10
"5017",2,4,1,2,2,2,2,1,1,1,1,2,2,4,2,1,4,4,2,2,2,"MY",5,5,6,3,6,3,5,5,5,3,0,0,0,2,26,8,10,11,8,9,3,1,70
"5018",2,1,4,2,4,4,1,4,2,4,4,2,4,1,2,4,4,3,2,2,4,"ZA",2,6,3,5,3,1,7,1,2,7,0,0,0,2,34,3,13,4,7,10,3,1,60
"5019",4,2,4,2,2,4,1,3,4,4,3,2,3,3,3,4,4,3,4,3,4,"MY",5,1,6,1,6,4,5,2,3,3,0,0,0,2,26,9,6,8,4,9,4,3,70
"5020",4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,4,2,4,"MY",1,1,7,1,1,1,7,3,2,6,0,0,0,2,26,2,8,10,3,7,4,3,10
"5021",2,2,2,1,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,3,2,"MY",5,3,6,5,5,2,6,2,3,3,0,0,0,2,21,7,9,8,8,8,3,2,70
"5022",3,2,2,2,4,2,1,3,3,1,4,3,2,1,3,1,3,1,2,1,2,"US",2,4,6,1,5,1,3,6,2,4,0,0,0,2,22,3,7,12,3,9,2,3,70
"5023",2,2,3,3,4,4,3,4,3,4,3,4,4,3,3,4,4,4,2,3,4,"RU",1,2,6,1,5,1,6,4,1,5,0,0,0,2,25,2,8,10,2,10,3,2,70
"5024",2,2,2,2,1,4,1,4,2,3,3,1,3,2,1,3,3,2,1,2,2,"US",1,3,7,1,2,2,2,7,1,2,0,0,0,2,20,3,5,14,2,4,3,1,60
"5025",1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"US",3,2,6,5,6,1,6,2,5,4,0,0,0,2,39,4,8,8,10,10,2,1,60
"5026",3,4,3,3,4,3,1,3,1,4,3,3,3,2,3,3,3,3,3,1,4,"US",6,7,5,2,7,7,7,1,1,7,0,0,0,2,21,13,14,6,3,14,3,3,60
"5027",4,2,3,3,1,2,2,4,2,1,2,3,3,3,3,3,3,2,3,1,2,"US",1,6,5,2,3,2,5,2,3,6,0,0,0,2,22,3,11,7,5,9,2,1,60
"5028",2,1,1,1,2,3,1,1,3,1,4,2,2,1,3,1,1,2,1,4,1,"GB",3,4,6,2,2,3,5,7,3,2,0,0,0,2,22,6,9,13,5,4,2,3,10
"5029",4,4,3,3,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,3,"US",5,5,6,1,4,2,6,2,5,4,0,0,0,2,50,7,11,8,6,8,2,3,60
"5030",3,3,2,4,3,4,3,3,4,2,2,2,2,2,2,3,3,3,4,4,2,"US",2,3,6,2,2,2,7,7,5,3,0,0,0,2,22,4,10,13,7,5,3,2,60
"5031",3,2,3,3,3,4,2,3,4,4,3,3,3,3,2,3,4,4,4,2,3,"MY",2,3,5,1,5,4,5,1,2,3,0,0,0,2,19,6,8,6,3,8,2,3,10
"5032",2,4,2,2,2,4,2,4,4,1,2,4,4,4,4,2,2,4,4,4,1,"NONE",5,1,4,1,7,1,7,7,4,7,0,0,0,2,23,6,8,11,5,14,3,1,70
"5033",3,1,4,2,4,4,4,2,4,4,3,2,4,2,4,3,4,2,2,4,2,"US",6,2,4,3,6,6,7,3,3,4,0,0,0,2,21,12,9,7,6,10,2,3,10
"5034",2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,3,1,2,"US",2,2,7,2,7,1,3,7,3,7,0,0,0,2,23,3,5,14,5,14,3,1,60
"5035",1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,"US",6,5,3,5,5,6,5,2,6,5,0,0,0,2,24,12,10,5,11,10,3,1,60
"5036",2,1,2,1,4,3,2,4,4,4,4,3,4,2,3,4,4,3,2,2,2,"US",1,2,4,1,1,1,5,7,1,2,0,0,0,2,54,2,7,11,2,3,2,3,10
"5037",3,4,4,2,2,2,2,2,3,2,3,3,3,3,4,3,4,3,3,4,4,"PH",4,5,7,3,6,1,7,3,3,5,0,0,0,2,22,5,12,10,6,11,3,3,10
"5038",1,1,1,1,4,2,1,1,1,1,4,1,2,2,1,4,1,2,1,1,2,"GB",6,2,6,4,5,6,2,3,6,6,0,0,0,2,59,12,4,9,10,11,2,2,60
"5039",1,2,3,1,2,4,2,2,3,4,2,1,2,1,2,3,4,1,2,2,3,"TT",4,2,6,3,6,3,7,4,3,4,0,0,0,2,19,7,9,10,6,10,2,2,70
"5040",2,1,2,1,3,3,1,2,3,3,4,2,3,4,1,3,4,4,1,3,3,"JO",3,3,7,2,7,2,7,6,2,5,0,0,0,2,22,5,10,13,4,12,3,3,10
"5041",2,2,1,3,3,3,1,2,3,2,2,3,2,3,3,2,4,1,3,3,3,"NL",6,4,3,2,5,3,5,1,2,6,0,0,0,2,19,9,9,4,4,11,2,3,60
"5042",2,2,4,1,4,3,1,4,4,4,4,4,4,4,4,4,4,2,4,4,4,"US",3,3,3,1,3,5,5,3,1,4,0,0,0,2,27,8,8,6,2,7,1,1,60
"5043",3,1,2,1,4,4,2,4,2,2,4,4,2,4,4,2,4,4,4,1,2,"AU",3,3,1,1,1,3,6,1,3,7,0,0,0,2,20,6,9,2,4,8,2,2,60
"5044",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,"MY",1,7,6,4,5,2,7,3,5,3,0,0,0,2,26,3,14,9,9,8,3,3,10
"5045",2,3,3,1,1,4,2,3,2,2,1,3,3,2,2,1,2,3,1,2,4,"MY",4,2,5,2,6,3,5,0,3,3,0,0,0,2,26,7,7,5,5,9,3,3,10
"5046",2,1,2,2,2,1,1,1,4,1,4,3,2,2,2,2,2,3,2,2,2,"MY",4,3,6,2,5,4,6,6,4,4,0,0,0,2,21,8,9,12,6,9,3,2,10
"5047",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"MY",6,7,5,5,6,6,4,6,5,2,0,0,0,2,27,12,11,11,10,8,2,2,10
"5048",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,"MY",5,2,6,3,6,3,3,6,6,6,0,0,0,2,31,8,5,12,9,12,2,1,10
"5049",1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,2,2,1,"MY",6,7,6,7,7,4,7,4,7,6,0,0,0,2,25,10,14,10,14,13,3,1,10
"5050",3,3,1,1,2,2,1,3,1,1,2,2,3,3,2,2,1,2,1,1,1,"TR",5,4,5,1,7,6,4,7,3,6,0,0,0,2,24,11,8,12,4,13,4,3,60
"5051",2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"US",3,3,6,6,6,3,6,7,3,2,0,0,0,2,42,6,9,13,9,8,4,2,30
"5052",4,1,4,2,4,3,2,4,2,4,3,3,4,3,3,4,4,2,3,2,4,"CA",4,3,7,2,7,2,6,6,6,4,0,0,0,2,44,6,9,13,8,11,3,2,60
"5053",2,1,3,2,2,2,2,2,3,3,2,2,3,2,1,3,4,4,2,1,2,"ID",3,2,6,2,6,2,6,5,2,6,0,0,0,2,26,5,8,11,4,12,4,2,10
"5054",2,3,2,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,3,3,"US",3,3,4,2,2,2,4,2,4,4,0,0,0,2,47,5,7,6,6,6,2,3,60
"5055",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,"MY",7,3,5,1,5,3,5,1,1,6,0,0,0,2,26,10,8,6,2,11,2,3,10
"5056",1,1,1,1,2,4,1,2,2,2,3,2,2,1,1,1,3,4,1,1,3,"MY",1,2,5,3,7,3,3,3,2,6,0,0,0,2,25,4,5,8,5,13,3,2,10
"5057",4,3,2,1,4,4,1,4,4,4,4,4,4,4,4,3,4,1,3,4,4,"US",4,2,7,1,3,1,6,7,1,1,0,0,0,2,21,5,8,14,2,4,3,1,60
"5058",3,4,3,3,3,3,2,3,3,4,4,3,3,3,2,3,4,2,3,2,4,"MY",4,3,6,3,6,4,6,1,3,2,0,0,0,2,36,8,9,7,6,8,4,3,10
"5059",3,4,1,1,2,2,1,3,1,1,4,1,2,4,1,3,4,1,1,1,2,"US",6,4,3,3,4,7,6,1,1,7,0,0,0,2,28,13,10,4,4,11,2,3,60
"5060",2,3,2,1,2,2,4,2,1,1,2,2,2,2,1,2,3,2,1,2,3,"US",1,7,5,2,3,1,2,5,2,5,0,0,0,2,41,2,9,10,4,8,3,3,60
"5061",2,2,2,2,2,2,1,2,3,2,2,2,1,3,2,2,4,2,1,1,2,"MY",5,6,7,1,5,1,5,3,2,1,0,0,0,2,26,6,11,10,3,6,3,3,10
"5062",4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,"MY",7,1,6,1,3,5,4,2,1,1,0,0,0,2,28,12,5,8,2,4,2,1,10
